,Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
21102,21555,3,2,1,0,0,"Soon @fuckeveryword will be to ""Fuck Backtrack"" and I can't wait because fuck those faggots."
21110,21563,3,2,1,0,0,Sorry fo da rant. It make me mad and ashamed to be colored. I wish I be white so y'all would like me
21118,21572,3,2,1,0,0,Southwest airlines is like driving in a mini van with your white trash cousins who love to huff paint thinner before before working.
21128,21583,3,2,1,0,0,"Spending money on these hoes , nigga you aint fuck SHIT &#10071;&#65039;"
21129,21584,3,3,0,0,0,Spics are half breed trash. No filthy native should be allowed to speak to any European.
21142,21598,3,2,1,0,0,Stay home then bitch fuck u
21163,21620,3,2,1,0,0,"Still really confused re #humplayproblems i think lucricus
Is a fag dagger"
21168,21625,3,2,1,0,0,Stoni is a fuckin queer...
21188,21647,3,3,0,0,0,Stu a rape faced faggot man I'm sick of this nigga
21189,21648,3,2,1,0,0,Stuck up serious bitches are possibly the worst type of girls. Ever.
21210,21670,3,2,1,0,0,Stupid teabagger restaurant making customers pay 'Minimum Wage Fee' http://t.co/gJKXmzIIzS
21211,21671,3,2,1,0,0,Stupid white people making my posts relevant to they own life #stupid #cousintoucher #honkie #whitetrash #blonde
21213,21673,3,3,0,0,0,"Subtweet me one more time, you dirty chink whore"
21264,21725,3,2,1,0,0,TRUST ME when I say that #JesusChrist would be KILLING #faggots if he came back to life in today's day and age&gt; #Spartacus #Rome
21391,21853,3,2,1,0,0,That dumb black bitch that was getting the cards for the picture made me so fucking mad she ruined my day &#128545;&#128545;&#128074;&#128298;&#128163;
21394,21856,3,2,1,0,0,That fucking slutty beaner
21420,21882,3,2,1,0,0,That pic is now circulated by Jihadis with a call to kill him. http://t.co/PUn8fNVBal #Saudi #ISIS #Syria
21428,21890,3,3,0,0,0,That shade of faggot clashes with your eye color.
21438,21900,3,2,0,1,0,That was my faggot rant for the night.
21480,21942,3,2,1,0,0,The #midwest of the US is white trash.
21481,21943,3,2,1,0,0,The #south of the US is white trash.
21483,21945,3,2,1,0,0,"The @GOP elite call conservatives ""our niggers"" behind closed doors. #tcot #teaparty"
21508,21970,3,2,1,0,0,The South is full of white trash. The Midwest is full of white trash. The West Coast if full of white trash.
21535,21997,3,3,0,0,0,The blacks in #California are typical niggers.
21539,22001,3,2,1,0,0,The chinks really hunting their food... RT @WWLTV: Dog shot with arrow in N.O. East- http://t.co/q1KqT6STwl
21557,22019,3,2,1,0,0,The fucking Royals bitch! Work!
21578,22040,3,2,1,0,0,The leftist/homosexual war on the #Catholic church kicked into high gear with the infiltration of the priesthood by boy-raping fags...
21589,22051,3,2,1,0,0,"The nations know who we are, but we rather be real niggers &amp; bad bitches. http://t.co/Ge6tNhxzAF"
21599,22062,3,2,1,0,0,The people who have historically been called white trash were called that for a reason. They're white trash. The truth hurts.
21607,22070,3,2,1,0,0,The reason Shelby hates sandwiches is because he is a queer. @RonandFezSXM
21611,22074,3,2,0,1,0,The rich kids of beverly hills is trash and not even entertaining trash. And why do they all look mid thirties?
21620,22083,3,2,1,0,0,The thing about working with black people. These bitches never on fucking time then wanna complain about a short check. Bitch die.Today. now
21653,22116,3,2,1,0,0,Them queer ass shorts Rabchenko got on
21784,22250,3,2,1,0,0,These hoes be lying to all of us nigga I got news for the monogamous niggas yo bitch fucking anonymous niggas!!!
21837,22303,3,2,1,0,0,These niggas retarded... Lmfaoo
21843,22310,3,2,1,0,0,These people are fags.
21884,22351,3,2,1,0,0,They should have never gave a cracker a transmitter!!!!!! @realdjTV will flip when he sees this. http://t.co/cYCdbhbXkQ
21885,22352,3,2,1,0,0,They slut for me they kill for me they steal for me and of course it'll be yo cash and I'll murder that bitch send the body back to yo ass
21900,22367,3,2,1,0,0,Think it's okay to take my property and break it? Fuck you bitch
22044,22511,3,2,1,0,0,This girl is retarded
22088,22556,3,2,1,0,0,This kid looks like a retard when he tries hiding his phone... so obvious
22108,22576,3,2,1,0,0,This nigga jerry room smell like bad pussy!&#128530;
22111,22579,3,2,1,0,0,This nigga over here telling me he dont fuck with this bitch . When he do &#128553;&#128514;&#128514;. Or maybe she lying lol
22120,22588,3,2,1,0,0,This niggah know wassup
22124,22592,3,2,0,1,0,This nigglet &#10084;&#65039;
22134,22602,3,2,1,0,0,This rain got yall women talking out your ass.. A nigga should spend 80% of his income on a bitch &#128514;&#128514; bruh get these hoes the fuck outta here
22153,22622,3,2,1,0,0,This time a night dark skin niggas really turn into lightskin niggas I swear I seen a darkie try buying Starbucks 3mins ago but they closed
22156,22625,3,2,1,0,0,This week's RFN segment is in the can. I discuss Idaho being a faggot marriage state just like Washington.
22159,22628,3,3,0,0,0,This white bitch had the fuckin nerve to call me a nigga&#128078; when shes the one payin for her lips to get bigga&#128514;&#128564;
22160,22629,3,2,1,0,0,This white bitch tried to set me up for a racial war ... Lol bitch it's impossible I'm smarter then you
22170,22639,3,2,0,1,0,Those guys are the definition of white trash
22220,22690,3,2,1,0,0,Told my dad to go buy cookies for the graduation reception...this nigga bought Oreos.
22273,22744,3,2,1,0,0,Truth RT @Adolfhibsta: Only a faggot would turn down hairy pussy
22297,22768,3,2,0,1,0,"Twice divorced teabagger Florida Attorney General says marriage is reserved for 'stable, enduring family units' http://t.co/9ZWr3O33iu #wtf"
22302,22773,3,2,1,0,0,Twitter is for fags.
22326,22797,3,2,1,0,0,"Typically hateful, anti-Christian, mentally ill and ugly dyke trash pig couple Jennifer McCarthy and Melisa Erwin http://t.co/tW9Nl5Hkmt"
22332,22804,3,2,1,0,0,U coons can't wait to wear them Oreo J's
22373,22847,3,3,0,0,0,Ugly fucking nigger baby. Thought it was a gorilla at first.14/88 http://t.co/Bq3G01rxKN
22384,22858,6,3,2,1,0,Uncle Tom Hypocrite! http://t.co/cyc9MAdJpQ
22413,22888,3,2,1,0,0,Vanessa is such a fuckin faggot.
22459,22934,3,2,1,0,0,Waiting on this wetback sycksyllables http://t.co/L8wqZduzZE
22463,22938,3,2,1,0,0,Wake up you stoopid dyke @RandyPawlik
22482,22957,3,2,1,0,0,Washing my coon hair
22483,22958,3,2,1,0,0,Wassup wit all these fucc niccas
22488,22963,3,2,1,0,0,Watch out nigger lovers. You day is coming. http://t.co/ZV1CpK1iy8
22496,22971,3,2,1,0,0,Watching the nigger movie Menace2society. Trying to learn more about the enemy. Good reconnaissance.
22524,23000,3,2,1,0,0,We hate you too lil nicca! Lol RT @redfernave: I Hate The Steelers Dawg
22561,23037,3,2,1,0,0,"Well gahdamn. RT @HuhWhatsACondom: Wooooow &#8220;@moesdeph: ""Good job mommy"" cutest thing blue ivy ever done she still an ugly nigger baby&#8221;"
22587,23063,3,3,0,0,0,What a fag
22588,23064,3,2,1,0,0,What a fucking faggot
22594,23070,3,2,1,0,0,What a wetback looks like when he gets caught crossing the border. @Ilovebamf http://t.co/j3Uf1TYubO
22598,23074,3,3,0,0,0,"What be the peckin order?
1 white Christian
2 colored
3 Porto Ricans 
4 Arab 
5 Jews 

I donts know. I be axin"
22616,23094,3,2,1,0,0,"What ppl expect, august aslina is a nig from New Orleans"
22625,23103,3,2,1,0,0,"What these bitches want from a nigga?, like on some DMX shit"
22641,23119,3,2,1,0,0,What's so good about Prom? All I see is another faggot ass High School dance.
22646,23124,3,2,1,0,0,What's up faggots bet y'all thought you'd seen the last of me
22648,23126,3,2,1,0,0,What's worse than #Ebola ? The F-ing retards trying to make it a race issue. Al Sharpton has caused more American death than ebola.
22681,23159,3,2,1,0,0,When a pussy nigga socks you and doesn't knock you out.
22710,23188,6,3,1,2,0,"When it rains it's good ""go to the mall weather"" all the coons be at home"
22798,23277,3,3,0,0,0,White bus drivers are all white trash. #LosAngeles
22802,23281,3,2,1,0,0,White trash have taken over every charity organization in the US.
22803,23282,3,3,0,0,0,White trash okies don't count as real white people. To count as a white person you have to count a person. Okies aren't people.
22813,23292,3,2,1,0,0,Who takes mid from the best midlaner NA??? Fuckin solo Q fags.
22831,23310,3,3,0,0,0,Whoever had Mr. Ramlogan for UWI business law tho? Racist mudda cunt
22849,23328,3,2,1,0,0,Why are some people such faggots? Like were you born that way or are you just that big of a douche bag.
22868,23348,3,3,0,0,0,Why do so many filthy wetback half-breed spic savages live in #LosAngeles? None of them have any right at all to be here.
22877,23357,3,2,1,0,0,"Why does this faggot in front of me have to get two dozen doughnuts right now, get the fuck on"
22922,23402,3,2,1,0,0,Why you think all these niggas end up with all these kids? Fucking ugly bitches
22938,23418,3,2,1,0,0,Wish I coulda said more to @EmmaleeeParkerr tonight. Good seeing you fag. &#128540;
22968,23449,3,2,1,0,0,Women who are feminist are the ugly bitches who cant find a man for themselves
22985,23466,3,3,0,0,0,Worlds biggest faggot lol
23038,23521,3,2,1,0,0,Y'all hoes really get mad cause a nigga don't want cha
23115,23599,3,2,1,0,0,"Yea alright redneck white trash""@CamoPearls: Stupid niggers hollering out their car going down the road trying to hit on me! Fuck y'all!"""
23176,23660,3,2,1,0,0,Yo bitch ass needs to boss the fuck up.
23185,23669,3,2,1,0,0,Yo bitch on my dick she come to my crib she get passed around no love
23208,23692,3,2,1,0,0,"Yost on Portsmouth ""this is the biggest white trash county in the nation"" #YostKnowsMost @iDOWNTOWN"
23209,23693,3,2,1,0,0,"You #football #nigga #KISS #ISIS #wifebeater #faggots&gt; WE SEE YOU&gt; Shout it out to the RADICAL #IslamNation, #YO&gt;"
23218,23702,3,2,1,0,0,You a hoe if you crying because yo ass pregnant. It was all smiles while you was riding that dick bitch.
23223,23707,3,3,0,0,0,You a lame ass nigga still cuffin these hoes my bitch got a bitch with er
23226,23710,3,2,1,0,0,You a real life faggot if you ever fight another man because he fucked your girl. You just gotta take that L like a man and move on
23246,23730,3,3,0,0,0,You are a jiggaboo...!
23280,23765,3,2,1,0,0,You can't owe me shit ion trust niccas
23308,23793,3,2,0,1,0,"You fucking fag &#8220;@baethingape: this is exactly what i am talking about 

women are pigs http://t.co/oKR3seYFBJ&#8221;"
23316,23801,3,2,1,0,0,You got me faggot
23325,23811,3,2,1,0,0,You hate football your a faggot
23326,23812,3,3,0,0,0,You have my word we will RT @JRwrz: @Thotcho beat those fucking faggots pls
23358,23844,3,2,1,0,0,You know what fuck you too bitch your such a little hoe! &gt;.&lt;
23367,23853,3,2,1,0,0,You like them bitch niggas.
23392,23879,3,2,1,0,0,"You old bitter,salty ass niccas make my flesh crawl off my bones! Such bitches you are! #DontArgueJustAcceptIt"
23421,23909,3,2,1,0,0,You some type of special faggot if you bring chocolate Swishers to a smoke session.
23422,23910,3,2,0,1,0,You state it gook
23451,23941,3,2,1,0,0,You&#8217;re a little bitch RT @FuckingCashBro: RT @Thotcho: my team got blown out in the Super Bowl
23457,23947,3,3,0,0,0,You're a faggot if you use the cover your face emoji
23462,23952,3,2,1,0,0,You're all faggot fuckheads.
23469,23960,3,2,1,0,0,You're just another nigguh.
23487,23978,3,2,1,0,0,Your acting like a spoiled little faggot have fun
23506,23997,3,3,0,0,0,Your pathetic plan failed. Enjoy my phone you fucking monkey. Let me see your ass at Benton park. You wanna talk shit I'll carve your face.
23509,24000,3,2,1,0,0,Your retarded.
23511,24002,3,2,1,0,0,"Youre a fucking ugly bitch, I wanna stab you to death and then play around with your blood -Patrick Bateman"
23525,24016,3,2,1,0,0,Zimmerman we comin for yo life bitch. http://t.co/KHdZ1vdnSK
23537,24028,3,2,1,0,0,ah nigga dat cares about opinions and get involve in hoe shit either Gay broke or ain't getting enough pussy!!
23538,24029,3,2,1,0,0,ahah fucking queer @KingJames kill urself
23633,24127,9,5,4,0,0,"bitch kill yoself, go on to the bathroom and eat the pills bitch, all of em"
23652,24146,3,2,1,0,0,bitch you're white stfu with your shitty Spanish
23664,24158,3,2,1,0,0,bitches be like i'm mixed wit Italian Chinese nd African American I be like bitch just cuz you ate ur&#8230; http://t.co/ZdWd3l8M
23708,24202,3,2,1,0,0,cant trust niggas when it come to bitches
23724,24218,3,3,0,0,0,coons
23751,24245,3,2,1,0,0,dem niggas ca have them white hoes.... I love my beautiful black sistas....
23763,24257,3,2,1,0,0,do you think all the rice fags are at McDonald's?
23786,24281,3,2,1,0,0,dumb ugly stupid bullshit ass bitch &#128074;&#128074;&#128074;
23808,24303,3,2,1,0,0,"everybody's favorite phrase to try and end an argument
""You do you and I do me"" 
lmao faggots"
23813,24309,3,3,0,0,0,faggot http://t.co/tkPokv3ncd
23815,24311,3,3,0,0,0,faggots http://t.co/DMKbGhai1z
23817,24313,3,2,1,0,0,fat bitches fat bitches heeeey
23818,24314,3,3,0,0,0,fat dykes make me want to vomit
23835,24332,3,3,0,0,0,"fuck ray rice ,someone crack that bitch"
23841,24338,3,2,1,0,0,fucking CHRIST i hate tutors and TAs. you literally get paid to teach retards to stop picking their nose. GET THE FUCK OUTTA MY FACE
23846,24343,3,3,0,0,0,gay ass fags http://t.co/eqn4gvW42V
23858,24355,3,2,1,0,0,go get left in a hot car and die bitch
23883,24380,3,2,1,0,0,guy complains to me: #gays are over-sensitive... my response: and look at you complaining like little pussy. waahh waahh #hypocrite
23897,24394,3,2,1,0,0,harm this pussy instead RT @ABC7: missing 26-yr-old USC medical student last seen Tuesday May harm himself http://t.co/evU04p6SUR
23923,24420,3,2,1,0,0,hoe ass nigga &#128569;
23940,24437,3,3,0,0,0,hope gezus gets shot in his faggot head #houston #nbombs
23947,24444,3,2,1,0,0,how the fuck do all these fucking faggot ass randos even find zoe's ask account????
23965,24462,3,3,0,0,0,https://t.co/jtLZErgxI0 Leo get the fuck off of vine you fag
23975,24472,3,2,1,0,0,"i find it funny when fags write ""looking for bf"" on a grindr ap. LOL thats a fucking ap dumbass."
23982,24479,3,2,1,0,0,i hate hoes.
24084,24585,3,3,0,0,0,in real life and online I follow that. sorry folks but just cause I look like a border hopper don't mean I am one. born and raised here
24085,24586,3,3,0,0,0,inb4 you unfunny nigger kill yourself
24091,24592,3,2,1,0,0,ion speak on how flaw niggas and thirsty hoes be on I.g but boyyyyyy look at here &#128586;&#128586;
24099,24600,3,2,0,1,0,"it means that im following orders and being subordinate. sue me, ya dyke"
24191,24695,3,2,0,1,0,looking like a hillbilly and not matching is what I do best goodnight losers http://t.co/caGHBLKAXQ
24236,24740,3,2,0,1,0,my mom tried to get me to buy beaner boots bc they were on sale like I'm not in a mariachi band please stop.
24262,24766,3,2,1,0,0,nigga u a cunt where yo fendi clutch
24265,24769,3,2,1,0,0,niggas ain't playin a gram of defense man George need to tell these bitch ass niggas man up
24307,24811,3,3,0,0,0,oh well. he's a fag anyways.
24314,24819,3,2,1,0,0,omg RT @SaddyBey: Fat bitch. What's her @? http://t.co/ptNszx6nid
24323,24828,3,2,1,0,0,one day im like harry styles is so hot the next day is who tf is this faggot
24333,24838,3,2,1,0,0,only lesbians get their nips pierced ew
24362,24867,3,2,0,1,0,pure trash http://t.co/A2RbVEBeg1
24389,24894,3,2,0,1,0,redneck in the White House // Moccasin Creek &#128077;&#128076;
24410,24916,3,2,1,0,0,"she pooted &#8220;@Not1FuckisGiven: Either Young Thug gay, or this bitch pooted https://t.co/g0FgRX7dju&#8221;"
24430,24936,3,2,1,0,0,slow replies make me feel like a retard and I just want to put my foot through a wall... hjhdyhdhlgjdftilh
24436,24942,3,2,1,0,0,smh RT @uglyhxes Tyga shoulda knew Blacc Chyna was a hoe when his son crip walked out her pussy.
24455,24962,3,2,0,1,0,someones clearly a stinky ass beaner...
24477,24984,3,2,1,0,0,stupid loose pussyed bitch
24484,24991,3,2,1,0,0,talking crazy over the Internet is the same thing as doing it in person. don't try to be buddy buddy with me later on faggot fuck you.
24488,24995,3,2,1,0,0,"tell the hating niggah 
stfu"
24523,25030,3,3,0,0,0,the receptionist im always forced to talk to is such a racist cunt. i called her for an error and she said she'll call me. 40 mins. nothing.
24557,25065,3,2,0,1,0,they shot another monkey lmaooooooooooo
24559,25067,3,3,0,0,0,they're working on a bill to prevent retards from voting. who knew retards COULD vote? things are starting to make sense now.
24576,25084,3,2,1,0,0,this guy is the biggest faggot omfg
24685,25197,3,2,1,0,0,"which one of these names is more offensive kike, wop, kraut, wetback jigaboo, towelhead, gook, or redskin."
24751,25264,3,2,1,0,0,you a pussy ass nigga and I know it nigga.
24776,25289,3,3,0,0,0,you're all niggers
24777,25290,3,2,1,0,0,you're such a retard i hope you get type 2 diabetes and die from a sugar rush you fucking faggot @Dare_ILK
